,species,betweenness
3789,ENCYONEMA,0.0
3790,ENCYRTID,0.0
3791,ENCYRTID (NEAR TACHINAEPHAGUS),0.0
3792,ENDOCHIRONOMOUS (CG),0.0
3793,ENDOCHIRONOMOUS (N=3),0.0
3794,ENDOCHIRONOMOUS (N=4),0.0
3795,ENDOCHIRONOMOUS SP. (CG),0.0
3796,ENDOCLADIA MURICATA,0.0
3797,ENGRAULIS JAPONICA (ADULT),0.0
3798,ENOPLA 1,0.0
3799,ENOPLA 2,0.0
3800,ENTEROMORPHA INTESTINALIS,0.0
3801,ENTODON SP. NR CYANELLUS ZETT.,0.0
3802,EPEORUS DISPAR (B),0.0
3803,EPEORUS DISPAR (N=2),0.0
3804,EPEORUS DISPAR (N=3),0.0
3805,EPEORUS DISPAR (SC),0.0
3806,EPEORUS LONGIMANUS,0.0
3807,EPHAUSIIDS,0.0
3808,EPHEMERA,0.0
3809,EPHEMERELLA COLORADENSIS,0.0
3810,EPHEMERELLA IGNITA NYMPHS,0.0
3811,EPHEMERELLA SP. (N=3),0.0
3812,EPHEMERELLA SP. (SC/CG),0.0
3813,EPHEMERELLA SUBVARIA (0.2-0.4 MM HCW),0.0
3814,EPHEMERELLA SUBVARIA (1.2-1.4 MM HCW),0.0
3815,EPHEMERELLA SUBVARIA (1.6-1.8 MM HCW),0.0
3816,EPHEMEROPTERA,0.0
3817,EPHEMEROPTERA (ALL),0.0
3818,EPHEMEROPTERA (FRAGMENT),0.0
3819,EPHEMOPTERAN (UNSPECIFIED),0.0
3820,EPHYDRIDAE (ADULT),0.0
3821,EPHYDRIDAE (PUPAE),0.0
3822,EPIERUS REGULARIS,0.0
3823,EPIERUS SP.,0.0
3824,EPIPHYTIC AND BENTHIC ALGAE,0.0
3825,EPIPTERA SP.,0.0
3826,EPISYRPHUS SP. NEAR CIRCULARIS HULL,0.0
3827,"EPITHEMIA 'SUQARE ENDED""",0.0
3828,EPITHEMIA SOREX,0.0
3829,EPITHEMIA SP.,0.0
3830,EPITHEMIA SP. A,0.0
3831,EPITHEMIA TURGIDA,0.0
3832,EPITHEMIA ZEBRA,0.0
3833,EPITHEMIS TURGIDA,0.0
3834,EPONTIC MICROALGAE,0.0
3835,ERCHOMUS VENTRICULUS,0.0
3836,ERICHSONELLA ATTENUATA,0.0
3837,ERIOPTERINI,0.0
3838,ERIOPTERINI (N=4),0.0
3839,ERIOPTERINI (N=6),0.0
3840,ERIOPTERINI SP. ,0.0
3841,ERISTALINUS FLAVEOLUS BIGOT,0.0
3842,ERISTALINUS VICARIANS,0.0
3843,ERISTALODES SEYCHELLARUM,0.0
3844,ERPOBDELLA OCTOLUCATA,0.0
3845,ERYNNIS JAPONICA,0.0
3846,ERYTHMELUS GOOCHI ENOCH,0.0
3847,ERYTHRODIPLAX,0.0
3848,ERYTHROSPERMUM MONTICOLUM VAR MONTICOLUM,0.0
3849,ERYTHROXLUM SECHELLARUM,0.0
3850,ERYTHROXYLUM MACROCARPUM,0.0
3851,EUCHAETA,0.0
3852,EUCHAETA ANTARCTICA,0.0
3853,EUCHIRELLA ROSTROMAGNA,0.0
3854,EUCONULUS CHERSINUS,0.0
3855,EUGENIA ORBICULATA,0.0
3856,EUKIEFERIELLA BREHMI GRP. (0.0-0.1 MM HCW),0.0
3857,EUKIEFERIELLA BREHMI GRP. (0.1-0.2 MM HCW),0.0
3858,EUKIEFERIELLA PSEUDOMONTANA (CG),0.0
3859,EUKIEFERIELLA PSEUDOMONTANA (N=10),0.0
3860,EUKIEFERIELLA SP. II (CG),0.0
3861,EUKIEFERIELLA SP. II (N=10),0.0
3862,EUKIEFFERIELLA 'DARK' TYPE (CG),0.0
3863,EUKIEFFERIELLA 'DARK' TYPE (N=10),0.0
3864,EUKIEFFERIELLA 'NAONELLA' TYPE (CG),0.0
3865,EUKIEFFERIELLA BREHMI GRP.,0.0
3866,EUKIEFFERIELLA GRACEI GRP.,0.0
3867,EUKIEFFERIELLA TYPE 'DARK' (CG),0.0
3868,EUKIEFFERIELLA TYPE 'DARK' (N=5),0.0
3869,EUKIEFFIDRELLA PSEUDOMONTANA (CG),0.0
3870,EUKIEFFIDRELLA PSEUDOMONTANA (N=1),0.0
3871,EUKIEFFIDRIELLA  BRUNDINI (N=9),0.0
3872,EUKIEFFIDRIELLA 'NAONELLA' TYPE  (N=10),0.0
3873,EUKIEFIDRELLA,0.0
3874,EUKIEFIDRELLA (N=2),0.0
3875,EUKIEFIDRELLA (N=7),0.0
3876,EUKIEFIDRELLA BRUNDINI ,0.0
3877,EUKIEFIDRELLA BRUNDINI (N=2),0.0
3878,EUKIEFIDRELLA BRUNDINI (N=6),0.0
3879,EUKIEFIRIELLA (N=2),0.0
3880,EUKIEFIRIELLA (N=3),0.0
3881,EUKIEFLIDRELLA BRUNDINI,0.0
3882,EUKIEFLIDRIELLA BRUNDINI,0.0
3883,EUKROHNIA,0.0
3884,EUKROHNIA HAMATA,0.0
3885,EUMACRONYCHIA STERNALIS,0.0
3886,EUMOLPINAE SP 1,0.0
3887,EUMOLPINAE SP 2,0.0
3888,EUMOLPINAE SP 3,0.0
3889,EUNOTIA MEISTERI,0.0
3890,EUNOTIA MIESTERI,0.0
3891,EUNOTIA PECTINALIS,0.0
3892,EUNOTIA SERPENTINA,0.0
3893,EUNOTIA SP.,0.0
3894,EUNOTIA SP. LARGE,0.0
3895,EUNOTIA SPP.,0.0
3896,EUNOTIA UNKNOWN SP.,0.0
3897,EUNTOIA PECTINALIS,0.0
3898,EUODIA CHAPELIERI VAR CHAPELIERI,0.0
3899,EUODIA OBTUSIFOLIA SSP GIGAS VAR BRACHYPODA,0.0
3900,EUODIA OBTUSIFOLIA SSP GIGAS VAR GIGAS,0.0
3901,EUODYNERUS CYLINDRICUS,0.0
3902,EUPELMELLA VESICULARIS (RETZ),0.0
3903,EUPELMUS UROZONUS,0.0
3904,EUPELMUS UROZONUS DALMAN,0.0
3905,EUPHAUSIA,0.0
3906,EUPHAUSIA FRIGIDA,0.0
3907,EUPHAUSID LARVAE,0.0
3908,EUPHAUSIID MOLT DEBRIS,0.0
3909,EUPHORBIA PYRIFOLIA,0.0
3910,EUPOGONIUS TOMENTOSUS LARVAE,0.0
3911,EUPSALIS MINUTA,0.0
3912,EUROPEAN CARP,0.0
3913,EURYCERCUS,0.0
3914,EURYSTERNUS CARIBAEUS,0.0
3915,EURYTIUM - CLAPPER RAIL - RACCOON,0.0
3916,EURYTOMA DENTATA MAYR,0.0
3917,EURYTOMA SP. NR MORIO BOH.,0.0
3918,EURYTONIDAE SP 1,0.0
3919,EUSATTUS RETICULARIS,0.0
3920,EUSCHMIDTIA CRUCIFORMIS,0.0
3921,EUSPILOTUS AENICOLLIS,0.0
3922,EUSPILOTUS SP.,0.0
3923,EVARCHA ARCUATA CLERCK,0.0
3924,EXCIROLANA (?),0.0
3925,EXCOECARIA BENTHIAMIANA,0.0
3926,EXOCHAMUS QUADRIPUSTULATUS,0.0
3927,EXOCHOMUS QUADRIPUSTULATUS L.,0.0
3928,EYE FORWARD CHIRON,0.0
3929,EYE FORWARD CHIRON (N=1),0.0
3930,FABREA,0.0
3931,FALAGRIA SP.,0.0
3932,FALCO COLUMBARIUS,0.0
3933,FALCO PEREGRINUS (PEREGRINE FALCON),0.0
3934,FALCO SPARVERIUS (KESTREL),0.0
3935,FANNIA CANICULARIS,0.0
3936,FANNIA PUSIO WIEDEMANN,0.0
3937,FANNIA SCALARIS LARVAE,0.0
3938,FANNIA SP. 1 EGGS,0.0
3939,FANNIA SP. 2 EGGS,0.0
3940,FATIGIA PELE (S),0.0
3941,FATTIGIA PELE (N=2),0.0
3942,FAUJASIOPSIS FLEXUOSA SSP ERECTA,0.0
3943,FECAL MATERIAL,0.0
3944,FERONIA MADIDUS (FAB.),0.0
3945,FERONIA NIGRA (SCHALL),0.0
3946,FERRISSIA SP.,0.0
3947,FERRISSIA SP. (MOLLUSCA - GASTROPODA),0.0
3948,FERRUGINOUS HAWK,0.0
3949,FIGITES LAEVIGATUS,0.0
3950,FILAMENT ALGAE,0.0
3951,FILAMENTOUS ALGAE,0.0
3952,FILAMENTOUS ALGAE (UNSPEC.),0.0
3953,FILAMENTOUS BLUE AND GREEN ALGAE,0.0
3954,FILAMENTOUS GREEN ALGAE,0.0
3955,FILICRISIA FRANCISCANA - MUSCULUS,0.0
3956,FINE PARTICULATE ORGANIC MATTER,0.0
3957,FISH (ALL EXCEPT EGGS),0.0
3958,FISH (ROACH - BLEAK - ET AL.),0.0
3959,FISH - BIRDS - MAMMALS,0.0
3960,FISH AND CRUSTACEAN-EATING BIRDS,0.0
3961,FISH EATING BIRDS,0.0
3962,FISH SCALES,0.0
3963,FISH-EATING BIRDS,0.0
3964,FISHES (INDETERM.),0.0
3965,"FISHES (SALMO TRUTTA, SALVELINUS ALPINUS)",0.0
3966,FISHES (TYPE 3),0.0
3967,FLAGELLARIA INDICA,0.0
3968,FLAGELLATES - DIATOMS,0.0
3969,FLATHEAD MINNOW (N=1),0.0
3970,FLATHEAD MINNOW (P),0.0
3971,FLECTOBACILLUS.1,0.0
3972,FLECTOBACILLUS.2,0.0
3973,FLEISCHMANNIA PYCNOCEPHALA,0.0
3974,FLETCHERIMYIA FLETCHERI,0.0
3975,FLORAL PARTS,0.0
3976,FLOWERING PLANTS,0.0
3977,FLOWERS,0.0
3978,FLUX MATERIAL,0.0
3979,FLY SP1,0.0
3980,FLY SP10,0.0
3981,FLY SP11,0.0
3982,FLY SP14,0.0
3983,FLY SP15,0.0
3984,FLY SP3,0.0
3985,FLY SP4,0.0
3986,FLY SP5,0.0
3987,FLY SP6,0.0
3988,FLY SP7,0.0
3989,FLY SP8,0.0
3990,FLY SP9,0.0
3991,FONTARIA CORIACEA,0.0
3992,FONTARIA CORIACEN,0.0
3993,FORAMINIFERA,0.0
3994,FORAMINIFERANS,0.0
3995,FORCIPOMYIINAE,0.0
3996,FORCIPOMYIINAE (N=1),0.0
3997,FOREST ROACHES,0.0
3998,FORFICULA AURICULARIA (L.),0.0
3999,FORMICA FUSCA,0.0
4000,FORMICIDAE,0.0
4001,FORMICIDAE.1,0.0
4002,FORSTERONIA MYRIANTHA,0.0
4003,FOUDIA MADAGASCARIENSE LINNAEUS,0.0
4004,FOUDIA MADAGASCARIENSIS,0.0
4005,FOUR-O-CLOCK (FORB/SHRUB),0.0
4006,FOURWING SALTBRUSH (FORB/SHRUB),0.0
4007,FOWL,0.0
4008,FOX VULPES VULPES,0.0
4009,FPOM,0.0
4010,FRAGILARIA BREVISTRIATA,0.0
4011,FRAGILARIA SP.,0.0
4012,FRAGILARIA SPP,0.0
4013,FRAGILARIA SPP.,0.0
4014,FRAGILARIA SPP.(NOT VAUCHERIAE),0.0
4015,FRAGILARIA VAUCHERIAE,0.0
4016,FRAGMENTED LEAF - STEM TISSUE - MOSS,0.0
4017,FRIGATE BIRDS,0.0
4018,FRINGED SAGEWORT (FORB/SHRUB),0.0
4019,FRINGILLA COELEBS (KLEINSCHMIDT),0.0
4020,FROGS (UNSPEC.),0.0
4021,FRUIT,0.0
4022,FRUIT AND SEEDS,0.0
4023,FRUSTULIA RHOMBOIDES,0.0
4024,FRUSTV,0.0
4025,FRY,0.0
4026,FUCUS VESICULOSUS,0.0
4027,FULMARS,0.0
4028,FUNDULUS,0.0
4029,FUNGAL HYPHAE,0.0
4030,FUNGI - SNAILS - ANNELIDS,0.0
4031,FUNGII,0.0
4032,FUNGUS (FORB/SHRUB),0.0
4033,G. BRAUERI (60-90MM),0.0
4034,G. BRAUERI (90-120MM),0.0
4035,G. NIGRIOR,0.0
4036,G. SP. EGGS,0.0
4037,GAERTNERA PETRINENSIS,0.0
4038,GAERTNERA PSYCHOTRIOIDES/EDENTATA,0.0
4039,GAERTNERA ROTUNDIFOLIA,0.0
4040,GAETANUS TENUISPLNUS,0.0
4041,GALAXIAS,0.0
4042,GALAXIAS (N=5),0.0
4043,GALAXIAS (N=6),0.0
4044,GALAXIAS BREVIPENNIS,0.0
4045,GALAXIAS BREVIPENNIS (N=1),0.0
4046,GALAXIAS DEPRESSICEPS,0.0
4047,GALAXIAS OLIDUS (PISCES - GALAXIDAE),0.0
4048,GALAXIAS SP.,0.0
4049,GALAXIAS SP. ,0.0
4050,GALAXIIDAE ANOMALUS,0.0
4051,GALAXIIDAE NEW SP.,0.0
4052,GALEOPSOMYIA SP. A,0.0
4053,GALEOPSOMYIA SP. D,0.0
4054,GALEOPSOMYIA SP. E,0.0
4055,GALERUCELLA DECORA,0.0
4056,GALL TISSUE,0.0
4057,GALL TISSUE (ATRIPLEX CANESCENS),0.0
4058,GALL TISSUE (ATRIPLEX POLYCARPA),0.0
4059,GALL TISSUE (Q. ROBUR),0.0
4060,GAMBUSIA,0.0
4061,GAMMARIDEAN AMPHIPODS,0.0
4062,GAMMARUS - ORCHESTIA,0.0
4063,GAMMARUS MUCRONATUS,0.0
4064,GASTONIA CRASSA,0.0
4065,GASTROPODS - CRUSTACEA - TUBIFICIDS,0.0
4066,GASTROTRICH UNKNOWN,0.0
4067,GEELBEK,0.0
4068,GEESE,0.0
4069,GELATINOUS TUNICATES,0.0
4070,GELECHIIDAE SP.1,0.0
4071,GELECHIOIDEA SP 1,0.0
4072,GELECHIOIDEA SP 2,0.0
4073,GELECHIOIDEA SP 3,0.0
4074,GENIOSTOMA BORBONICUM,0.0
4075,GENUS NEAR ZAEUCOILA SP.1,0.0
4076,GEOMYSAPRINUS BELIOCULUS,0.0
4077,GEOPHAGUS BRASILIENSIS,0.0
4078,GEOPHILUS VARIANS,0.0
4079,GEOSITTA (?),0.0
4080,GERES FILAMENTOSIS,0.0
4081,GERRIDAE AND MESOVELIDAE,0.0
4082,GERRIDS,0.0
4083,GERRIDS (UNSPEC.),0.0
4084,GIGARTINA AGARDHII,0.0
4085,GILLISIUS SP. #3,0.0
4086,GILLISIUS SP. ADULTS,0.0
4087,GIURUS MARGARITACEA,0.0
4088,GLACIDORBIS HEDLEYI (MOLLUSCA - GASTROPODA),0.0
4089,GLENODINIUM QUADRIDENS,0.0
4090,GLICERA TRIDACTYLA,0.0
4091,GLIONNETIA SERICEA,0.0
4092,GLOECUSTIS (GRN ALG),0.0
4093,GLOSSAMIA APRION,0.0
4094,GLOSSOGOBIUS SPECIES 1,0.0
4095,GLOSSOSIPHONIA COMPLANATA,0.0
4096,GLOSSOSOMA BOLTONI LARVAE,0.0
4097,GLOSSOSOMA NIGRIOR (0.1-0.2 MM HCW),0.0
4098,GLOSSOSOMA NIGRIOR (0.2-0.3 MM HCW),0.0
4099,GLOSSOSOMA NIGRIOR (0.4-0.5 MM HCW),0.0
4100,GLOSSOSOMA SP. (N=1),0.0
4101,GLOSSOSOMA SP. (SC),0.0
4102,GLOSSOSOMA SP. A,0.0
4103,GLOSSOSOMA SP. A (0.1-0.2 MM HCW),0.0
4104,GLOSSOSOMA SP. A (0.2-0.3 MM HCW),0.0
4105,GLOSSOSOMA VERNALE,0.0
4106,GLYCERA - NEREIS - CEREBRATULUS,0.0
4107,GOBIESOMA BOSCI,0.0
4108,GOBIESOX STRUMOSUS,0.0
4109,GOBIOMORPHUS BREVICEPS,0.0
4110,GOBIOMORUS DORMITOR,0.0
4111,GOLDEN EAGLE,0.0
4112,GOLDEN PERCH,0.0
4113,GOLDFISH,0.0
4114,GOLDICHIRONOMUS,0.0
4115,GOMAFF,0.0
4116,GOMCLE,0.0
4117,GOMCLEV,0.0
4118,GOMNEW,0.0
4119,GOMPHONEIS HERCULEANA,0.0
4120,GOMPHONEIS HERCULEANA VAR. ROBUSTA,0.0
4121,GOMPHONEMA 'GUITAR' TYPE,0.0
4122,GOMPHONEMA ACCUMINATUM,0.0
4123,GOMPHONEMA ACUMINATUM,0.0
4124,GOMPHONEMA ANGUSTATUM,0.0
4125,GOMPHONEMA BERGGRENI,0.0
4126,GOMPHONEMA CF. OLIVACEUM,0.0
4127,GOMPHONEMA CONSTRICTUM,0.0
4128,GOMPHONEMA HERCULEANA,0.0
4129,GOMPHONEMA INTRICATUM,0.0
4130,GOMPHONEMA INTRICATURM,0.0
4131,GOMPHONEMA NEW SP.,0.0
4132,GOMPHONEMA OLIVACEUM,0.0
4133,GOMPHONEMA PARVULUM,0.0
4134,GOMPHONEMA SP.,0.0
4135,GOMPHONEMA SP. (SKINNY - TENUE??),0.0
4136,GOMPHONEMA SP. 3,0.0
4137,GOMPHONEMA SP. 4,0.0
4138,GOMPHONEMA SP. A,0.0
4139,GOMPHONEMA SP. II,0.0
4140,GOMPHONEMA SP. III,0.0
4141,GOMPHONEMA SP. UNK,0.0
4142,GOMPHONEMA SP.3,0.0
4143,GOMPHONEMA SUBCLAVATUM,0.0
4144,GOMPHONEMA TENNUELLUM,0.0
4145,GOMPHONEMA TRUNCATUM,0.0
4146,GOMPHONEMA TYPE 'COFFIN',0.0
4147,GOMPHONEMA UNKNOWN SPP.,0.0
4148,GOMPHUS (N=1),0.0
4149,GOMPHUS (P),0.0
4150,GONIOZUS SP. A,0.0
4151,GONIOZUS SP. B,0.0
4152,GONIURELLIA OR DECTODES SP,0.0
4153,GOSHAWK,0.0
4154,GOUANIA POLYGAMA,0.0
4155,GRACILARIID SP.,0.0
4156,GRACILLARIDAE SP.1,0.0
4157,GRACILLARIIDAE SP.5,0.0
4158,GRACILLARIINAE SP.10,0.0
4159,GRACILLARIINAE SP.2,0.0
4160,GRACILLARIINAE SP.4 OR LEPIDOPTERA SP.1,0.0
4161,GRACILLARIINAE SP.7,0.0
4162,GRACILLARIINAE SP.8,0.0
4163,GRANGERIA BORBONICA,0.0
4164,GRAPHIDIUM STRIGOSUM,0.0
4165,GRAPHISURUS FASCIATUS LARVAE,0.0
4166,GRAPHOMYA MACULATA SCOPOLI,0.0
4167,GRASS SCHISMUS BARBATUS,0.0
4168,GRASSES - SEDGES - WILLOWS,0.0
4169,GRASSHOPPER (ARPS),0.0
4170,GRASSHOPPER (MEIN),0.0
4171,GRASSHOPPER (OPOB),0.0
4172,GRASSHOPPER (PSDE),0.0
4173,GRASSHOPPER (TRKI),0.0
4174,GRAVEL,0.0
4175,GRAY FOX,0.0
4176,GRAY KINGBIRD,0.0
4177,GREAT HORNED OWL,0.0
4178,GREEN ALGAE,0.0
4179,GREEN ALGAE (COSMARIUM SP.),0.0
4180,GREEN ALGAE (EUGLENA SP.),0.0
4181,GREEN ALGAE (FILAMENTOUS) (UNIDENTIFIED),0.0
4182,GREEN ALGAE (MOUGEOTIA SP.),0.0
4183,GREEN ALGAE (NON-FILAMENTOUS),0.0
4184,GREEN ALGAE (SCENEDESMUS SP.),0.0
4185,GREEN ALGAE UNID.,0.0
4186,GREEN HERON,0.0
4187,GREEN MACROALGAE,0.0
4188,GREENLAND SHARK,0.0
4189,GREENTHREAD (FORB/SHRUB),0.0
4190,GRIZZLY BEAR,0.0
4191,GROMWELL (FORB/SHRUB),0.0
4192,GROUND -- ROOTS - FALLEN FRUIT - LEAVES AND TRUNKS,0.0
4193,GROUNDSEL (FORB/SHRUB),0.0
4194,GROUNDSEL (FORB/SHRUB)(SENECIO SP.),0.0
4195,GROUNDSEL (SENECIO MULTICAPITATUS)(FORB/SHRUB),0.0
4196,GRYLLUS INTEGER,0.0
4197,GUILLEMOTS,0.0
4198,GULL,0.0
4199,GULL ,0.0
4200,GULLS,0.0
4201,GYMNOCEPHALUS CERNUS,0.0
4202,GYMNODINIUM HELVETICUM,0.0
4203,GYMNOPAIS,0.0
4204,GYMNOSCOPELUS BRAUERI,0.0
4205,GYRAULUS (B),0.0
4206,GYRAULUS (N=1),0.0
4207,GYRAULUS CORINNA,0.0
4208,GYRAULUS COSTULATUS,0.0
4209,GYRAULUS PARVUS,0.0
4210,GYRAULUS SP.,0.0
4211,GYRAULUS SP. (N=2),0.0
4212,GYRAULUS SP. (SC),0.0
4213,GYRETES (ADULT),0.0
4214,GYRETES (LARVAE),0.0
4215,GYRODACTYLUS ARCUATUS (BYCHOWSKI 1957),0.0
4216,GYROSIGMA,0.0
4217,GYROSIGMA SP.,0.0
4218,GYROSIGMA SPENCERII,0.0
4219,H. CADAVERINUS,0.0
4220,H. CARBONARIUS,0.0
4221,H. FLAVIFACIES EGGS,0.0
4222,H. REPAX EGGS,0.0
4223,H. REPAX LARVAE,0.0
4224,HABROCYTUS SP.,0.0
4225,HAEMATOPUS ATER,0.0
4226,HAIRY AND DOWNY WOODPECKERS,0.0
4227,HAIRY GOLDEN ASTER (FORB/SHRUB),0.0
4228,HALESUS AURICOLLIS,0.0
4229,HALIPEGUS SP. (CERCARIAE),0.0
4230,HALIPEGUS SP. (REDIAE OR SPOROCYST),0.0
4231,HALODULE,0.0
4232,HALOPTILUS OCELLATUS,0.0
4233,HALYSIA SEXDECIMGUTTATA L.,0.0
4234,HAMELIA CF. AXILLARIS,0.0
4235,HANNAEA ARCUS,0.0
4236,HANTZSCHIA SP.,0.0
4237,HAPLOCHROMIS ANGUSTIFRONS,0.0
4238,HAPLOCHROMIS CHRYSONOTUS,0.0
4239,HAPLOCHROMIS CODRINGTONI (CICHLID FISH),0.0
4240,HAPLOCHROMIS DIMIDIATUS,0.0
4241,HAPLOCHROMIS EUCHILUS,0.0
4242,HAPLOCHROMIS GUENTHERI - H. FENESTRATUS,0.0
4243,HAPLOCHROMIS JOHNSTONI,0.0
4244,HAPLOCHROMIS KIWINGE,0.0
4245,HAPLOCHROMIS ORNATUS,0.0
4246,HAPLOCHROMIS PARDALIS - OTHER PREDATORY FISHES,0.0
4247,HAPLOCHROMIS POLYODON,0.0
4248,HAPLOCHROMIS ROSTRATUS,0.0
4249,HAPLOCHROMIS SIMILIS,0.0
4250,HAPLOCHROMIS SP.,0.0
4251,HAPLOCRHOMIS MOLA,0.0
4252,HAPLOPEODES SP.1,0.0
4253,HAPLOPERLA BREVIS (N=1),0.0
4254,HAPLOPERLA BREVIS (O),0.0
4255,HAPLOTAXID WORMS,0.0
4256,HAPLOTHYMA SP.,0.0
4257,HARBOR SEALS,0.0
4258,HARPACTICOIDS,0.0
4259,HARPALUS RUFIPES,0.0
4260,HARPULUS RUBRIPES (DUFT),0.0
4261,HARRIER HAWKS,0.0
4262,HARUNGANA MADAGASCARIENSIS,0.0
4263,HARVEST MOUSE,0.0
4264,HARVESTER ANT,0.0
4265,HAWKS AND OWLS (7 SPECIES),0.0
4266,HELIASTER,0.0
4267,HELIASTER HELIANTHUS,0.0
4268,HELICHRYSUM PROTEOIDES,0.0
4269,HELICOBIA RAPAX,0.0
4270,HELICOPSYCHE,0.0
4271,HELICOPSYCHE ALBESCENS (N=10),0.0
4272,HELICOPSYCHE ALBESCENS (N=3),0.0
4273,HELIODIDAE BEETLE,0.0
4274,HELIODIDAE BEETLE (N=2),0.0
4275,HELIOPHYRA,0.0
4276,HELIOPSYCHE ALBESCENS,0.0
4277,HELIOZELIDAE SP.6,0.0
4278,HELIOZOA,0.0
4279,HELIOZOANS,0.0
4280,HELMID LARVAE,0.0
4281,HELOBDELLA STAGNALIS,0.0
4282,HEMEROBIUS SP.,0.0
4283,HEMIGRAPSUS CRE,0.0
4284,HEMIGRASUS CRE,0.0
4285,HEMILUCILIA SEGMENTARIA,0.0
4286,HEMIPTERA (ALL),0.0
4287,HEMIPTERA (WHOLE),0.0
4288,HEMIPTERANS,0.0
4289,HEMIPYRELLIA SP.,0.0
4290,HENOTESIA NARCISSUS FABRICIUS,0.0
4291,HENRICIA - ARCHIDORIS,0.0
4292,HEPHAESTUS TULLIENSIS,0.0
4293,HEPTAGENIA SULPHUREA,0.0
4294,HEPTAGENIDS (UNSPEC.),0.0
4295,HERBIVOROUS DUCKS,0.0
4296,HERBIVOROUS VERTEBRATE HARVESTERS,0.0
4297,HERBS,0.0
4298,HERBS - GRASS - SHRUBS,0.0
4299,HERON,0.0
4300,HERONS,0.0
4301,HERONS AND KINGFISHERS,0.0
4302,HERPOBDELLA ATOMARIA,0.0
4303,HERPODBELLA OCTOCULATA,0.0
4304,HETAERINA,0.0
4305,HETERISPA VINULA (ERICHSON),0.0
4306,HETEROCYPRIS - HERPETOCYPRIS,0.0
4307,HETEROMASTUS FILIFORMIS,0.0
4308,HETEROPTERA SP1,0.0
4309,HETEROPTERAN (UNDET.),0.0
4310,HETERORHABDUS,0.0
4311,HETERORHABDUS AUSTRINUS,0.0
4312,HETEROSCOPE,0.0
4313,HETEROSPILUS SP.,0.0
4314,HETEROTOMA MERIOPTERA (SCOPOLI).,0.0
4315,HETEROTROPHIC NANOFLAGELLATES,0.0
4316,HEXATOMA SP.,0.0
4317,HEXATOMA SP. (N=1),0.0
4318,HEXATOMA SP. (N=10),0.0
4319,HEXATOMA SP. (P),0.0
4320,HEXATOMINI,0.0
4321,HEXATOMINI ,0.0
4322,HEXATOMINI (N=2),0.0
4323,HEXATOMINI (N=ORCHYMONTIA),0.0
4324,HEXATOMINI (N=PARALIMNOPHILA SKUSEII),0.0
4325,HEXATOMINI SP.,0.0
4326,HEXATOMINI SP. ,0.0
4327,HEXATOMINI SP. (N=3),0.0
4328,HEXATOMINI SPP.,0.0
4329,HIGHER PLANTS,0.0
4330,HIGHER PLANTS (UNSPEC.),0.0
4331,HIMACERUS APTERUS (FAB.),0.0
4332,HIPPOLYTE,0.0
4333,HIPPOPOTAMUS,0.0
4334,HIPPOTION ESON CRAMER,0.0
4335,HIRUD - TRICLADIDA - HYDRACHN,0.0
4336,HIRUDINEA,0.0
4337,HIRUDINEA (ERPOBDELLA - HELOBDELLA),0.0
4338,HISONOTUS DEPRESSICAUDA,0.0
4339,HISONOTUS SP.,0.0
4340,HISPID POCKET MOUSE,0.0
4341,HISTER ABBREVIATUS,0.0
4342,HISTER PUNCTIGER,0.0
4343,HISTER STRIOLA,0.0
4344,HNF,0.0
4345,HOBBYA KOLLARI,0.0
4346,HOBBYA STENONOTA,0.0
4347,HOMALANTHUS POPULIFOLIUS,0.0
4348,HOMO (MAN),0.0
4349,HOMO SAPIENS,0.0
4350,HOMOLAENA SP. TYPE I,0.0
4351,HOMONEURA QUADRIVITTATA WALKER,0.0
4352,HOMONEURA SP 2,0.0
4353,HOMONEURA SP 3,0.0
4354,HOMOPLECTRA SPP. (CF/P),0.0
4355,HOMOPLECTRA SPP. (N=10),0.0
4356,HORISMENUS SP.A,0.0
4357,HORISMENUS SP.B,0.0
4358,HORISMENUS SP.C,0.0
4359,HORNED OWL,0.0
4360,HORNED TOAD,0.0
4361,HORNYHEAD TURBOT,0.0
4362,HOUSE MOUSE,0.0
4363,HUDSONEMA ALIENA (MCLACHLAN),0.0
4364,HUDSONEMA ALIENA (N=1),0.0
4365,HUDSONEMA ALIENA (N=2),0.0
4366,HUDSONEMA AMABILIS ,0.0
4367,HUDSONEMA AMABILIS (N=1),0.0
4368,HUDSONEMA AMABILIS (N=12),0.0
4369,HUDSONEMA AMABILIS (N=2),0.0
4370,HUDSONIMYA (N=1),0.0
4371,HUDSONIMYA (P),0.0
4372,HUDSONIMYA SP. (P),0.0
4373,HUDSONIMYA SP.(N=1),0.0
4374,HUMUS,0.0
4375,HYADINA SP ,0.0
4376,HYDORA ADULT,0.0
4377,HYDORA ADULT (N=10),0.0
4378,HYDORA ADULT (N=3),0.0
4379,HYDORA L,0.0
4380,HYDORA NITIDA,0.0
4381,HYDORA NITIDA ,0.0
4382,HYDORA NITIDA (AD),0.0
4383,HYDORA NITIDA (AD) (N=15),0.0
4384,HYDORA NITIDA (ADULT) (BROUN),0.0
4385,HYDORA NITIDA (L),0.0
4386,HYDORA NITIDA (L) (N=15),0.0
4387,HYDORA NITIDA (N=10),0.0
4388,HYDORA NITIDA (N=8),0.0
4389,HYDORA NITIDA A,0.0
4390,HYDORA NITIDA A (N=5),0.0
4391,HYDORA NITIDA L,0.0
